web-scraper-order,description_raw,location_raw,price_raw,price,mileage_raw,mileage,fuel_type_raw,fuel_type_Diesel,bfs_name,bfs_number,lat,lon
1733472640-487,VW T6.1 California 2.0 TDI Ocean Liberty,"Schachenstrasse 31, 3421 Lyssach",CHF 65'900.–,65900,12'000 km,12000,Diesel,1,Ticino,['21'],46.15753173828125,8.975666999816895
1733472644-488,"SUNLIGHT CLIFF CVE 640 ADVENTURE EDITION 2,3 DIESEL 9G-AUTOMAT FIAT DUCATO MJ 140","Zollstrasse 33, 8240 Thayngen(SH)",CHF 59'997.–,59997,36'784 km,36784,Diesel,1,Nidwalden,['07'],46.904449462890625,8.393872261047363
1733472647-489,"CHALLENGER 347 GA GRAPHITE EDITION 2,0 TDCI DIESEL AUTOMAT FORD","Zollstrasse 33, 8240 Thayngen(SH)",CHF 56'997.–,56997,62'940 km,62940,Diesel,1,Nidwalden,['07'],46.904449462890625,8.393872261047363
1733472650-490,MERCEDES-BENZ Marco Polo 250 d Horizon,"Bahnhofstrasse 7, 8353 Elgg",CHF 51'900.–,51900,38'000 km,38000,Diesel,1,Bern,['02'],46.757205963134766,7.616790294647217
1733472660-491,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,"Untere Industrie 2, 7304 Maienfeld",CHF 63'200.–,63200,94'241 km,94241,Diesel,1,Luzern,['03'],47.06964874267578,8.319802284240723
1733472664-492,ADRIA Coral S680 SPL,"Rte de Porrentruy 86, 2800 Delémont",CHF 29'900.–,29900,108'000 km,108000,Diesel,1,Obwalden,['06'],46.942352294921875,8.272114753723145
1733472669-493,VW T6.1 California 2.0 TDI Ocean Edition 4Motion,"Eichäckerstrasse 1, 8500 Frauenfeld",CHF 76'800.–,76800,20'900 km,20900,Diesel,1,Basel-Landschaft,['13'],47.415218353271484,7.844275951385498
1733472672-494,VW T6 California 2.0 TDI Ocean Liberty 4Motion,"Aawasserstrasse 12, 6383 Dallenwil",CHF 51'900.–,51900,75'000 km,75000,Diesel,1,Nidwalden,['07'],46.934852600097656,8.393327713012695
1733472675-495,VW T6.1 California 2.0 TDI Ocean Liberty,"rue Eugène-Marziano 18, 1227 Les Acacias",CHF 52'900.–,52900,41'000 km,41000,Diesel,1,Solothurn,['11'],47.312950134277344,7.786300182342529
1733472681-496,MERCEDES-BENZ Marco Polo 250 d  4M Automat,"Alte Bernstrasse 34, 2558 Aegerten",CHF 87'900.–,87900,12'500 km,12500,Diesel,1,Aargau,['19'],47.152587890625,8.39490032196045
1733472684-497,VW T6 California 2.0 Bi-TDI Ocean * BULLI *,"Hauptstrasse 8, 9434 Au / Rheintal / SG",CHF 44'990.–,44990,119'840 km,119840,Diesel,1,Basel-Landschaft,['13'],47.45001220703125,7.881074905395508
1733472688-498,FIAT Fullback mit DUX Kabine,"Schützenstrasse 4, 8274 Tägerwilen",CHF 69'990.–,69990,121'500 km,121500,Diesel,1,Luzern,['03'],47.0927734375,8.318682670593262
1733472692-499,RENAULT Trafic Seabird 2.9 t L1 H1 2.5 dCi 146 DPF,"Route Principale 9, 2743 Eschert - Moutier",CHF 12'900.–,12900,301'000 km,301000,Diesel,1,St. Gallen,['17'],47.31846237182617,9.172804832458496
1733472696-500,RIMOR Rimor Seal 50,"Buchholz 44, 8750 Glarus",CHF 59'900.–,59900,13'000 km,13000,Diesel,1,Neuchâtel,['24'],47.096275329589844,6.81933069229126
1733472700-501,VW T6 California 2.0 Bi-TDI Ocean 4Motion,"Luzernerstrasse 80, 6014 Luzern",CHF 44'999.–,44999,131'000 km,131000,Diesel,1,Valais,['23'],46.26874542236328,6.959034442901611
1733472703-502,RIMOR Evo5,"Via Stazione 2, 6592 S.Antonino",CHF 56'900.–,56900,22'000 km,22000,Diesel,1,Aargau,['19'],47.152587890625,8.39490032196045
1733472707-503,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,"Alpenstrasse 1, 6386 Wolfenschiessen",CHF 64'800.–,64800,34'800 km,34800,Diesel,1,Solothurn,['11'],47.18511199951172,7.399871349334717
1733472711-504,VW T6.1 California 2.0 TDI Beach Liberty Spirit,"Alpenstrasse 1, 6386 Wolfenschiessen",CHF 52'800.–,52800,101'200 km,101200,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733472714-505,PÖSSL Summit 640,"Florastrasse 4, 3600 Thun",CHF 54'900.–,54900,62'000 km,62000,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733472717-506,VW Caddy Maxi 1.5 TSI California,"Luzernerstrasse 84, 6030 Ebikon",CHF 33'900.–,33900,66'345 km,66345,Benzin,0,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733472722-508,VW T6.1 California Ocean Lib 2.0 TDI DSG 150PS,"Weiermatt 1, 4446 Buckten",CHF 65'500.–,65500,12'027 km,12027,Diesel,1,Valais,['23'],46.2806282043457,6.924017906188965
1733472726-509,VW T6 California 2.0 TDI Beach 4Motion,"Aawasserstrasse 12, 6383 Dallenwil",CHF 43'900.–,43900,128'500 km,128500,Diesel,1,Aargau,['19'],47.514400482177734,8.01496410369873
1733472729-510,MERCEDES-BENZ Marco Polo 300 d 4M Automat,"Industriestrasse 23, 4623 Neuendorf",CHF 84'500.–,84500,17'500 km,17500,Diesel,1,Luzern,['03'],47.055057525634766,8.085668563842773
1733472735-511,VW GEOVAN L Induktion - Solar - Warmwasser - Dusche - Lithium - grosses Bett,"Schwettistrasse 1A, 6042 Dietwil",CHF 41'500.–,41500,68'500 km,68500,Diesel,1,St. Gallen,['17'],47.447872161865234,9.134964942932129
1733472740-512,VW T6 California 2.0 TDI DSG Beach,"Gässliacker 13, 4492 Tecknau",CHF 41'800.–,41800,99'800 km,99800,Diesel,1,Solothurn,['11'],47.33076095581055,7.837788105010986
1733472744-513,VW T5 California 2.0 TDI Comfortline 4Motion,"Buholzstrasse 40, 6032 Emmen",CHF 31'000.–,31000,152'966 km,152966,Diesel,1,Solothurn,['11'],47.33076095581055,7.837788105010986
1733472747-514,STEYR 12 S 23 4x4,"Dorf 10, 9127 St. Peterzell",CHF 134'800.–,134800,44'000 km,44000,Diesel,1,Luzern,['03'],47.055057525634766,8.085668563842773
1733472753-516,VW T6 California 2.0 Bi-TDI Ocean Liberty 4Motion,"Avenue Léopold-Robert 117, 2300 La Chaux-de-Fonds",CHF 62'800.–,62800,52'000 km,52000,Diesel,1,Luzern,['03'],47.055057525634766,8.085668563842773
1733472760-518,VW GEOVAN M - Allrad - Bestzustand,"Schwettistrasse 1A, 6042 Dietwil",CHF 41'500.–,41500,81'500 km,81500,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733472766-519,XGO 95G,"Archstrasse 36, 2540 Grenchen",CHF 54'555.–,54555,34'140 km,34140,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733472769-520,"DETHLEFFS EDITION SILVER LINE T 7056 2,3 DIESEL FIAT DUCATO MJ 140","Zollstrasse 33, 8240 Thayngen(SH)",CHF 62'997.–,62997,28'018 km,28018,Diesel,1,Aargau,['19'],47.152587890625,8.39490032196045
1733472773-521,"ADRIA MATRIX 600 SL PLUS 2,3 DIESEL FIAT DUCATO MJ 160","Zollstrasse 33, 8240 Thayngen(SH)",CHF 69'997.–,69997,37'904 km,37904,Diesel,1,Thurgau,['20'],47.64430236816406,9.194437026977539
1733472783-522,"FORD TRANSIT CUSTOM NUGGET WESTFALIA HOCHDACH H3 2,2 TDCI DIESEL","Zollstrasse 33, 8240 Thayngen(SH)",CHF 49'997.–,49997,65'986 km,65986,Diesel,1,Basel-Landschaft,['13'],47.415218353271484,7.844275951385498
1733472790-523,RENAULT Trafic 2.9 t L1 H1 1.6 dCi 114 Camper,"Zürcherstrasse 34 und Messenriet 15, 8500 Frauenfeld",CHF 23'600.–,23600,122'200 km,122200,Diesel,1,Luzern,['03'],47.15180969238281,8.165165901184082
1733472796-524,MERCEDES-BENZ Viano 3.0 CDI Blue Eff. Marco Polo Edition A,"Ch. de la Millière 3a, 1893 Muraz (Collombey)",CHF 33'900.–,33900,159'000 km,159000,Diesel,1,Aargau,['19'],47.152587890625,8.39490032196045
1733472801-525,VW T6 California 3000 2.0 TDI 150 Beach Liberty,"Hauptstrasse 142, 5072 Oeschgen",CHF 43'900.–,43900,33'652 km,33652,Diesel,1,Schwyz,['05'],47.00950241088867,8.619601249694824
1733472807-526,OPEL Zafira Life M FLEX erhöhte Last 2.0 CDTI 177 CROSSCAMP,"Hackenrüti 10, 6110 Wolhusen",CHF 58'000.–,58000,29'900 km,29900,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733472813-527,LAND ROVER Discovery 2.7TD V6,"Henauerstrasse 44, 9244 Niederuzwil",CHF 26'900.–,26900,125'000 km,125000,Diesel,1,Aargau,['19'],47.152587890625,8.39490032196045
1733472823-529,VW T6.1 California TDI Beach Liberty Spirit DSG7,"Solothurnerstrasse 25, 4614 Hägendorf",CHF 64'300.–,64300,11'200 km,11200,Diesel,1,Zürich,['01'],47.387718200683594,8.494241714477539
1733472829-530,OPEL Movano Flex 541 3.5t L2 H2 2.2 TD 165 Heavy CROSSCAMP,"Hackenrüti 10, 6110 Wolhusen",CHF 59'820.–,59820,18'000 km,18000,Diesel,1,Solothurn,['11'],47.35773849487305,7.984447479248047
1733472855-531,CROSSCAMP Opel Zafira Life M FLEX erhöhte Last 2.0 CDTI 177,"Hackenrüti 10, 6110 Wolhusen",CHF 58'000.–,58000,29'900 km,29900,Diesel,1,St. Gallen,['17'],47.227630615234375,8.866288185119629
1733472860-532,CROSSCAMP Opel Movano Flex 541 3.5t L2 H2 2.2 TD 165 Heavy,"Hackenrüti 10, 6110 Wolhusen",CHF 59'820.–,59820,18'000 km,18000,Diesel,1,Solothurn,['11'],47.35371780395508,7.931101322174072
1733472865-533,"MERCEDES-BENZ Sprinter VANPOWER Model: Infinity - Luxuriöses Wohnmobil für 2 Personen, Professioneller Ausbau alles NEU","Eichholzweg 18, 3123 Belp",CHF 83'900.–,83900,37'950 km,37950,Diesel,1,Basel-Landschaft,['13'],47.45001220703125,7.881074905395508
1733472872-535,"VW T5 CALIFORNIA 2,0 TDI DSG COMFORTLINE","Zollstrasse 33, 8240 Thayngen(SH)",CHF 43'997.–,43997,82'762 km,82762,Diesel,1,Thurgau,['20'],47.46270751953125,9.02379035949707
1733472879-536,VW GEOVAN M *NEUES MODEL*,"Schwettistrasse 1A, 6042 Dietwil",CHF 34'950.–,34950,87'560 km,87560,Diesel,1,Basel-Landschaft,['13'],47.547142028808594,7.5511474609375
1733472884-537,MERCEDES-BENZ Marco Polo 220 d Trend L,"Sonnenwiesenstrasse 17, 8280 Kreuzlingen",CHF 63'800.–,63800,28'000 km,28000,Diesel,1,Luzern,['03'],47.08992385864258,8.253633499145508
1733472889-538,VW Grand California 600 2.0 TDI 177PS,"Weiermatt 1, 4446 Buckten",CHF 53'900.–,53900,23'967 km,23967,Diesel,1,Aargau,['19'],47.26155090332031,7.946728229522705
1733472895-539,FIAT Knaus 3.0,"Seestrasse 30, 6205 Eich",CHF 37'990.–,37990,77'600 km,77600,Diesel,1,Vaud,['22'],46.597469329833984,6.542710781097412
1733472901-540,VW GEOVAN XL *neues MODEL*,"Schwettistrasse 1A, 6042 Dietwil",CHF 51'500.–,51500,49'985 km,49985,Diesel,1,St. Gallen,['17'],47.450294494628906,9.641934394836426
1733472905-541,VW T6.1 California 2.0 TDI Beach,"Seewenstrasse 28, 6440 Brunnen",CHF 84'900.–,84900,27'600 km,27600,Diesel,1,Zürich,['01'],47.5367317199707,8.729513168334961
1733472910-542,"VW T6.1 CALIFORNIA 2,0 TDI DSG 4X4 OCEAN LIBERTY","Zollstrasse 33, 8240 Thayngen(SH)",CHF 65'997.–,65997,47'802 km,47802,Diesel,1,Bern,['02'],46.97899627685547,7.4851155281066895
1733472915-543,VW GEOVAN M,"Schwettistrasse 1A, 6042 Dietwil",CHF 21'500.–,21500,110'000 km,110000,Benzin,0,Vaud,['22'],46.3544807434082,6.932366371154785
1733472921-544,PEUGEOT Bravia SWAN 599  2.2 BlueHDI 165PS,"St. Gallerstrasse 33, 8352 Räterschen - bei Winterthur",CHF 54'900.–,54900,23'002 km,23002,Diesel,1,Aargau,['19'],47.152587890625,8.39490032196045
1733472925-545,FORD Nugget Westfalia Hochdach,"Albulastrasse 37, 8048 Zürich",CHF 43'900.–,43900,80'350 km,80350,Diesel,1,Zürich,['01'],47.45183181762695,8.701164245605469
1733472929-546,VW T6 California 2.0 TDI Ocean Liberty,"Herrenmattstrasse 28, 4658 Däniken",CHF 65'000.–,65000,29'900 km,29900,Diesel,1,Bern,['02'],46.93461227416992,7.489782810211182
1733472932-547,RENAULT Trafic Camper L1H1 2.8t dCi 120 ***Aufstelldach***,"Buechstrasse 19, 8645 Jona",CHF 42'800.–,42800,22'000 km,22000,Diesel,1,Fribourg,['10'],46.60664749145508,7.032050609588623
1733472937-548,FIAT PILOTE MS35/EB4,"Niederämterstrasse 11, 4657 Dulliken",CHF 44'900.–,44900,29'200 km,29200,Diesel,1,Valais,['23'],46.251888275146484,6.946492671966553
1733472945-549,MERCEDES-BENZ Marco Polo Activ 250 d 4M,"Gässliacker 13, 4492 Tecknau",CHF 52'800.–,52800,51'000 km,51000,Diesel,1,Zürich,['01'],47.39164352416992,8.48184871673584
1733472953-550,VW T5 California 2.5L,"Route de la Comba 2, 1680 Romont",CHF 21'900.–,21900,266'000 km,266000,Diesel,1,Bern,['02'],46.94354248046875,7.448245525360107
1733472967-551,VW T5 California 2.0 Bi-TDI Beach Edition 4Motion,"Lenzbüel 4, 8370 Sirnach",CHF 44'990.–,44990,66'000 km,66000,Diesel,1,Zug,['09'],47.11505889892578,8.60737133026123
1733472970-552,VW T6 California 2.0 TDI Beach Liberty,"Binningerstrasse 112, 4123 Allschwil",CHF 43'900.–,43900,113'000 km,113000,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733472973-553,VW T6.1 California 2.0 TDI Beach Liberty Anhängerkupplung I Standheizung,"Buzibachstrasse 47, 6023 Rothenburg",CHF 47'800.–,47800,116'000 km,116000,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733472977-554,VW Caddy Maxi 2.0 TDI Ca DSG,"Hausmattweg 1, 4805 Brittnau",CHF 36'500.–,36500,22'900 km,22900,Diesel,1,Aargau,['19'],47.31313705444336,7.93761682510376
1733472983-555,CHALLENGER FD1,"Route de Sullens 9, 1303 Penthaz",CHF 19'900.–,19900,55'000 km,55000,Diesel,1,Luzern,['03'],47.10837173461914,8.34425163269043
1733472991-557,VW Maxi 1.0 TSI,8472 Seuzach,CHF 32'900.–,32900,91'000 km,91000,Benzin,0,Bern,['02'],46.960086822509766,7.453735828399658
1733472995-558,VW T4,3063 Ittigen,CHF 22'000.–,22000,69'000 km,69000,Benzin,0,Thurgau,['20'],47.5069580078125,9.270942687988281
1733473000-559,VW T6.1 California 2.0 Bi-TDI Ocean Edition Liberty 4Motion,"Route du Simplon 32, 1852 Roche VD",CHF 69'900.–,69900,25'000 km,25000,Diesel,1,St. Gallen,['17'],47.36394500732422,9.074725151062012
1733473004-560,VW GEOVAN M - Induktion - Aussendusche - Solarsystem - Lithiumbatterie - grosses Bett,"Schwettistrasse 1A, 6042 Dietwil",CHF 20'000.–,20000,115'000 km,115000,Benzin,0,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733473009-561,FIAT 2.5 TD Hoby,8310 Kemptthal,CHF 15'490.–,15490,107'000 km,107000,Diesel,1,Fribourg,['10'],46.78022766113281,7.160383701324463
1733473014-562,CARTHAGO Chic C-Line 4.8 i,3074 Muri,CHF 89'900.–,89900,15'900 km,15900,Diesel,1,Valais,['23'],46.224342346191406,7.311820983886719
1733473017-563,FIAT Ducato,1635 La Tour de Trême,CHF 10'000.–,10000,52'000 km,52000,Diesel,1,Zürich,['01'],47.3072509765625,8.82162094116211
1733473022-564,FIAT Ducato,1870 Monthey,CHF 5'000.–,5000,130'000 km,130000,Diesel,1,St. Gallen,['17'],47.05475997924805,9.414716720581055
1733473026-565,VW T4,8048 Zürich,CHF 15'000.–,15000,127'000 km,127000,Diesel,1,Aargau,['19'],47.350502014160156,8.052599906921387
1733473030-566,EURA MOBIL EURA MOBIL Sport 665 HB,3005 Bern,CHF 23'450.–,23450,145'000 km,145000,Diesel,1,St. Gallen,['17'],47.25289535522461,9.001060485839844
1733473033-567,VW T5 California 2.0 Bi-TDI Comfortline Travel 4Motion,6314 Unterägeri,CHF 35'500.–,35500,147'500 km,147500,Diesel,1,Basel-Landschaft,['13'],47.44962692260742,7.733177185058594
1733473036-568,"LAIKA ECOVIP 329 2,3 DIESEL FIAT DUCATO MJ2 150","Zollstrasse 33, 8240 Thayngen(SH)",CHF 56'997.–,56997,26'185 km,26185,Diesel,1,Ticino,['21'],46.05215835571289,8.927762031555176
1733473040-569,MERCEDES-BENZ Marco Polo Viano 2.2 CDI 4M Aut.,"Zollstrasse 33, 8240 Thayngen(SH)",CHF 39'997.–,39997,99'985 km,99985,Diesel,1,Zürich,['01'],47.42990493774414,8.642165184020996
1733473044-570,VW T6 California 2.0 TDI Beach Liberty,"Bifang 8, 4665 Oftringen",CHF 49'900.–,49900,54'900 km,54900,Diesel,1,Bern,['02'],47.089149475097656,7.367190361022949
1733473051-571,TOYOTA PROACE 1.5 Firenze L1 by Almo Campers,"Am Sagenbach 14, 6033 Buchrain",CHF 59'900.–,59900,20'400 km,20400,Diesel,1,Zürich,['01'],47.50355529785156,8.72974967956543
1733473054-572,PÖSSL GLOBECAR 640 mit Einzelbett! ab MFK! ab Service!,"Johann-Renfer-Strasse 3, 2504 Biel/Bienne",CHF 38'890.–,38890,88'999 km,88999,Diesel,1,St. Gallen,['17'],47.21963119506836,9.049421310424805
1733473058-573,VW T2,3014 Bern,CHF 55'000.–,55000,160'000 km,160000,Benzin,0,Basel-Landschaft,['13'],47.4791374206543,7.730919361114502
1733473061-574,TOYOTA Hiace,9220 Bischofszell,CHF 6'900.–,6900,79'600 km,79600,Benzin,0,Bern,['02'],46.73295211791992,8.19924259185791
1733473065-575,"DETHLEFFS Trend A 6977, Fiat Ducato 2.3MJT 150PS","Hofackerstrasse 7, 9606 Bütschwil",CHF 49'900.–,49900,23'500 km,23500,Diesel,1,Zug,['09'],47.19585418701172,8.449189186096191
1733473069-576,"PÖSSL SUMMIT 540 SHINE 2,2 HDI CITROEN JUMPER","Zollstrasse 33, 8240 Thayngen(SH)",CHF 56'997.–,56997,18'694 km,18694,Diesel,1,Valais,['23'],46.25404357910156,7.422774314880371
1733473071-577,FORD Nugget,1723 Marly,CHF 49'900.–,49900,45'000 km,45000,Diesel,1,Ticino,['21'],45.995521545410156,8.861557006835938
1733473074-578,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,"Route des Peupliers 14, 1964 Conthey",CHF 75'900.–,75900,33'250 km,33250,Diesel,1,Aargau,['19'],47.434837341308594,8.130186080932617
1733473076-579,VW T6.1 California 2.0 Bi-TDI Ocean Edition Liberty,8340 Hinwil,CHF 59'000.–,59000,46'500 km,46500,Diesel,1,Zug,['09'],47.19585418701172,8.449189186096191
1733473082-580,MORELO,8887 Mels,CHF 220'000.–,220000,20'000 km,20000,Diesel,1,Ticino,['21'],46.03166198730469,8.980022430419922
1733473085-581,VW T6.1 California 2.0 TDI Ocean Edition Liberty,"Industriestrasse 39, 5036 Oberentfelden",CHF 74'900.–,74900,13'500 km,13500,Diesel,1,Fribourg,['10'],46.78022766113281,7.160383701324463
1733473089-582,CARTHAGO Chic C-Line I 4.8,"Breitenstrasse 1, 8725 Gebertingen",CHF 43'900.–,43900,170'270 km,170270,Diesel,1,Aargau,['19'],47.51038360595703,8.029332160949707
1733473091-583,VW T6 California 2.0 TDI Ocean Liberty,4416 Bubendorf,CHF 44'900.–,44900,122'000 km,122000,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733473094-584,ADRIA SCi700,6930 Bedano,CHF 53'000.–,53000,32'000 km,32000,Diesel,1,Basel-Landschaft,['13'],47.46751022338867,7.860188961029053
1733473123-590,VW T6.1 California 2.0 TDI Beach,8303 Bassersdorf,CHF 54'500.–,54500,66'000 km,66000,Diesel,1,Vaud,['22'],46.65927505493164,6.602917194366455
1733473134-591,MAN 18.402,3251 Wengi,CHF 83'000.–,83000,230'000 km,230000,Diesel,1,Aargau,['19'],47.53417205810547,8.284839630126953
1733473139-592,PEUGEOT,8400 Winterthur,CHF 20'000.–,20000,68'597 km,68597,Benzin,0,Jura,['26'],47.33237075805664,7.197763919830322
1733473155-595,VW California Beach,4410 Liestal,CHF 49'500.–,49500,99'820 km,99820,Diesel,1,Thurgau,['20'],47.548492431640625,9.371267318725586
1733473160-596,VW T5,6085 Hasliberg,CHF 39'990.–,39990,133'000 km,133000,Diesel,1,Thurgau,['20'],47.548492431640625,9.371267318725586
1733473166-597,FIAT Ducato Knaus 2.5 JTDI - 6 Personen Zul -2 x Drehstuhl -MFK Service neu,6330 Cham,CHF 15'900.–,15900,95'000 km,95000,Diesel,1,Bern,['02'],47.11965560913086,7.325146675109863
1733473177-599,FORD Tec,6986 Curio,CHF 28'000.–,28000,55'000 km,55000,Diesel,1,Bern,['02'],46.79905700683594,7.602220058441162
1733473186-600,MERCEDES-BENZ 314 CDI,5108 Oberflachs,CHF 25'000.–,25000,130'000 km,130000,Diesel,1,Vaud,['22'],46.79380798339844,6.610972881317139
1733473207-605,VW T6.1 California 2.0 Bi-TDI Beach Edit. 4Motion,5070 Frick,CHF 79'900.–,79900,32'500 km,32500,Diesel,1,Neuchâtel,['24'],46.94688034057617,6.838715076446533
1733473211-606,"BAVARIA K 600 G 2,3 DIESEL HUBDACH FIAT DUCATO MJ 130","Zollstrasse 33, 8240 Thayngen(SH)",CHF 53'997.–,53997,39'985 km,39985,Diesel,1,Bern,['02'],46.582515716552734,7.65067195892334
1733473217-608,IVECO 4x4 Camper,"Dorf 10, 9127 St. Peterzell",CHF 38'700.–,38700,45'000 km,45000,Diesel,1,Basel-Landschaft,['13'],47.42103958129883,7.541443347930908
1733473220-609,SUNLIGHT Adventure V 69,3940 Steg VS,CHF 50'900.–,50900,24'000 km,24000,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733473232-612,VW T6 California 2.0 TDI Beach Liberty,4143 Dornach,CHF 26'500.–,26500,242'000 km,242000,Diesel,1,St. Gallen,['17'],47.25289535522461,9.001060485839844
1733473237-614,DODGE COBRA  Sportsman B300,1611 Le Crêt-près-Semsales,CHF 17'900.–,17900,107'250 km,107250,Benzin,0,Bern,['02'],46.740760803222656,7.654515266418457
1733473240-615,VW T6.1 California 2.0 TDI Beach Edition Spirit 4Motion,1376 Goumoens,CHF 67'000.–,67000,35'000 km,35000,Diesel,1,Schaffhausen,['14'],47.69285202026367,8.623772621154785
1733473243-616,DETHLEFFS Advantage T7051,5304 Endingen,CHF 49'900.–,49900,67'000 km,67000,Diesel,1,Fribourg,['10'],46.745460510253906,7.17196798324585
1733473246-617,HYMER B564,2855 Glovelier,CHF 18'000.–,18000,186'500 km,186500,Diesel,1,Thurgau,['20'],47.56113815307617,9.13205337524414
1733473248-618,MERCEDES-BENZ Marco Polo 250 d  4M Automat,5234 Villigen,CHF 59'900.–,59900,50'000 km,50000,Diesel,1,Thurgau,['20'],47.54872131347656,9.308004379272461
1733473258-620,KARMANN Dexter 595,"Romanshornerstrasse 133, 9322 Egnach",CHF 54'980.–,54980,29'850 km,29850,Diesel,1,Luzern,['03'],47.1522331237793,8.230500221252441
1733473264-621,PÖSSL Roadcamp R,"Romanshornerstrasse 133, 9322 Egnach",CHF 58'980.–,58980,25'516 km,25516,Diesel,1,Bern,['02'],47.004615783691406,7.807994842529297
1733473267-622,FIAT Womo integriert Adriatec 630 heckbett MFK,2556 Schwadernau,CHF 16'400.–,16400,81'000 km,81000,Diesel,1,Zürich,['01'],47.41093826293945,8.445731163024902
1733473270-623,PEUGEOT Expert Service Camper 140 AT 2.5T AHK,"Hauptstrasse 9, 5212 Hausen bei Brugg",CHF 37'200.–,37200,19'800 km,19800,Diesel,1,Thurgau,['20'],47.56113815307617,9.13205337524414
1733473274-624,CITROEN JUMPY Tiny Camper,"Winterhaldenstrasse 20, 3627 Heimberg",CHF 7'999.–,7999,204'500 km,204500,Diesel,1,Basel-Landschaft,['13'],47.52974319458008,7.613723278045654
1733473279-625,LAIKA Cosmos 909 E,1442 Montagny,CHF 75'000.–,75000,12'000 km,12000,Diesel,1,Basel-Stadt,['12'],47.566158294677734,7.5871500968933105
1733473282-626,FIAT Fiat Ducato 2.3 Mjet,"Grenzstrasse, 8107 Dällikon",CHF 54'489.–,54489,78'329 km,78329,Diesel,1,Genève,['25'],46.17378616333008,6.068464279174805
1733473285-627,FIAT Knaus Wohnmobil,8600 Dübendorf,CHF 9'000.–,9000,120'000 km,120000,Diesel,1,Jura,['26'],47.3612174987793,7.31329870223999
1733473298-630,CHAUSSON 747GA Welcome,"Rte de Boudry 24, 2016 Cortaillod",CHF 51'000.–,51000,30'000 km,30000,Diesel,1,Luzern,['03'],47.10284423828125,8.376439094543457
1733473315-632,VW T6 California 2.0 TDI Coast,3714 Frutigen,CHF 54'000.–,54000,78'000 km,78000,Diesel,1,Vaud,['22'],46.534976959228516,6.548501491546631
1733473318-633,VW Westfalia Joker,9497 Triesenberg,CHF 44'900.–,44900,107'000 km,107000,Benzin,0,Solothurn,['11'],47.19559860229492,7.415706634521484
1733473321-634,VW T6,4225 Brislach,CHF 29'000.–,29000,170'000 km,170000,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733473326-635,"CARADO CAPRON A 366 2,3 DIESEL FIAT DUCATO MJ 130","Zollstrasse 33, 8240 Thayngen(SH)",CHF 37'997.–,37997,59'395 km,59395,Diesel,1,Zürich,['01'],47.41579055786133,8.562726974487305
